name,UUID,declared_qty,declared_unit,conversion_factor,converted_unit
"blow moulding | blow moulding | EN15804, U",e3716672-40aa-4da2-bff5-aae3d33ae904,1,kg,6.12,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",2d09a789-e16a-472a-a1b0-9aca3630c1d1,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",c74c64b7-f93c-48e6-9932-6ab47b5996a8,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",8e30e999-424f-410d-8dbc-b6f5beb830eb,1,kg,27.91,MJ
"hard coal, import from AU | hard coal | EN15804, U",8f590576-94ad-407f-8282-ce95f7294e0f,1,kg,27.91,MJ
"hard coal, import from RNA | hard coal | EN15804, U",fe5bda36-ed1f-4672-9278-5475fa0efa2a,1,kg,27.91,MJ
"hard coal, import from RLA | hard coal | EN15804, U",f86805ee-9d95-406e-a877-8d80265d7c07,1,kg,27.91,MJ
"hard coal, import from ID | hard coal | EN15804, U",aac0f674-10d5-42d0-ada6-25c7f5dda442,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",61f3f9d3-fa79-4c41-ac89-e08bf7d037ed,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",e97bbc9a-40cc-4c79-ba95-956e1186244d,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",60eaabda-39f4-4a03-96a1-ba52e26980ed,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",1158cc72-539d-4ed9-8318-0fe5cb2e485e,1,kg,27.91,MJ
"hard coal, import from AU | hard coal | EN15804, U",f1f7e4f8-6709-4607-9f10-fa032a3f7c09,1,kg,27.91,MJ
"hard coal, import from RU | hard coal | EN15804, U",c3510683-5beb-4b39-90fc-8c45e0ee2243,1,kg,27.91,MJ
"hard coal, import from RLA | hard coal | EN15804, U",72c80cec-02cc-4cf5-826e-0b786a23a915,1,kg,27.91,MJ
"hard coal, import from ZA | hard coal | EN15804, U",6b6a7267-478f-4021-8706-bcfc4a6f3ee2,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",f55c96d0-1b7e-4e57-88fa-9356be47bd50,1,kg,27.91,MJ
"hard coal, import from RNA | hard coal | EN15804, U",ce059cfa-d498-41ac-a9b8-d6847b3de355,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",95ec4bad-c724-4c1e-bdd7-40c1042ab7fc,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",a61062e6-74ba-4acc-b3e5-90cd0307becf,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",ef8f8057-072f-41ab-8cda-0d7450c370d1,1,kg,27.91,MJ
"hard coal, import from RU | hard coal | EN15804, U",0dc2f0f8-3846-4673-a84d-ad2f7f4dd319,1,kg,27.91,MJ
"hard coal, import from RLA | hard coal | EN15804, U",68ff0b34-27e3-49ba-a66d-567275a0a52f,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",50978178-2458-406a-9820-45d09562d351,1,kg,27.91,MJ
"hard coal, import from AU | hard coal | EN15804, U",21975d6c-2678-4059-b28c-d7483b5f8cd3,1,kg,27.91,MJ
"hard coal, import from ID | hard coal | EN15804, U",bf01e353-fdaf-4c3b-b861-0dc95f512071,1,kg,27.91,MJ
"hard coal, import from RNA | hard coal | EN15804, U",f9921908-32af-4715-8715-c551d84a12b5,1,kg,27.91,MJ
"hard coal, import from RU | hard coal | EN15804, U",e0e200a8-9ea6-4448-a581-fd22e1ac1ace,1,kg,27.91,MJ
"hard coal, import from AU | hard coal | EN15804, U",d0c0d8d4-531a-4444-8b55-9cfed8798308,1,kg,27.91,MJ
"hard coal, import from AU | hard coal | EN15804, U",657b06e1-4680-4c60-8fc0-7cc6282481be,1,kg,27.91,MJ
"hard coal, run-of-mine to market for hard coal | hard coal | EN15804, U",18e7498a-7d41-4142-bc02-c5efba452788,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",7e850919-fd59-4832-83cc-bee1b292ffbb,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",442faf3f-cb67-4f61-9bbf-26da0206fb47,1,kg,27.91,MJ
"hard coal mine operation and hard coal preparation | hard coal | EN15804, U",e3094cdd-30e7-47b6-a15f-ed9b12908d6e,1,kg,27.91,MJ
"market for hard coal | hard coal | EN15804, U",2adc52a0-62ac-476b-bea4-6d5cca7212a2,1,kg,27.91,MJ
"hard coal, import from Australia | hard coal | EN15804, U",cd15e7da-8993-463c-8f02-2c4cbe047ad7,1,kg,27.91,MJ
"hard coal preparation | hard coal | EN15804, U",3e511472-cd02-43d5-b12c-543fd7188819,1,kg,27.91,MJ
"hard coal, import from RLA | hard coal | EN15804, U",01555da1-9763-4e18-8f38-3d402afc8a50,1,kg,27.91,MJ
"market for lignite | lignite | EN15804, U",5ac5322e-d775-430f-ac67-ef181d268e69,1,kg,8.8,MJ
"market for lignite | lignite | EN15804, U",bf4432cb-241d-4231-a833-f7c6a15fdb19,1,kg,8.8,MJ
"lignite mine operation | lignite | EN15804, U",d8aab2ac-1ab1-416a-9390-7f0d0b91e982,1,kg,8.8,MJ
"market for lignite | lignite | EN15804, U",2349141c-2bdd-4e17-95e2-4064d44d89a5,1,kg,8.8,MJ
"lignite mine operation | lignite | EN15804, U",d7075c2e-209a-4a93-a548-78b38473590c,1,kg,8.8,MJ
"lignite mine operation | lignite | EN15804, U",8874591f-f698-49e8-82aa-d7aa5e52298c,1,kg,8.8,MJ
"market for natural gas, unprocessed, at extraction | natural gas, unprocessed, at extraction | EN15804, U",a4c37a8f-0864-419f-98e2-2463d65c271b,1,m3,39,MJ
"natural gas production, unprocessed, at extraction | natural gas, unprocessed, at extraction | EN15804, U",abc139cf-9224-4292-b9c6-08a801a1abc2,1,m3,39,MJ
"peat production | peat | EN15804, U",09b47a7f-c6de-4fba-ba61-2f2e6676da45,1,kg,10,MJ
"market for peat | peat | EN15804, U",ac76dd24-19e2-4612-86ec-f804c86ea0fe,1,kg,10,MJ
"market for peat | peat | EN15804, U",502f78ad-61d4-413a-8f46-51c44c5a2e71,1,kg,10,MJ
"peat production | peat | EN15804, U",f14c3b71-d8a8-4205-aa0d-73d04c91b464,1,kg,10,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",89a5c057-b443-42c1-894b-3ca172cf0d63,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",a38e3f2d-7008-4e8e-8650-d2e627acccad,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",0eb078b0-88f5-41c3-8391-11d56a609199,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",27f4d405-4b88-4181-9b10-ca34596a49f7,1,kg,42.7,MJ
"petroleum refinery operation | diesel | EN15804, U",9f69ae31-79a9-4b09-8174-e6aef1a4bdda,1,kg,42.7,MJ
"diesel, import from RoW | diesel | EN15804, U",3aed0a59-fcec-4572-9225-8b67ed5ddcdd,1,kg,42.7,MJ
"diesel, import from RoW | diesel | EN15804, U",e97813cc-d207-4c65-aa38-cbeb605e832d,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",4e9f10ca-9ece-467d-9bd5-64cb1ae0e8e5,1,kg,42.7,MJ
"market group for diesel | diesel | EN15804, U",c912688e-408b-408f-a6f9-16107351387d,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",aef400d0-d3a7-4dc2-b829-b9f67e5de9a5,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",1da6614a-bf2c-4563-8dde-35f2a5826b2d,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",ccfe8728-8b21-429c-a8df-8b2557b80fab,1,kg,42.7,MJ
"diesel, import from RoW | diesel | EN15804, U",8817f692-3191-4afd-9312-0f45aa58221d,1,kg,42.7,MJ
"market group for diesel | diesel | EN15804, U",38d077dd-c6f1-4f2f-bc50-cb15773d95bb,1,kg,42.7,MJ
"diesel, import from RoW | diesel | EN15804, U",73d76e8d-f713-45be-b65d-6c04868ad0ca,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",d188bb58-fd6f-414e-b4e6-e9e31790a5cb,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",670912aa-57c0-45fd-9105-8bebfdeb84f9,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",5481dd0c-28a0-4958-8044-6050094341bb,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",11bb79fa-e1be-4b5f-8485-7e64dc285586,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",d0076ca5-9b8d-46bf-88a6-d3088b2505ac,1,kg,42.7,MJ
"diesel, import from RoW | diesel | EN15804, U",68af06c1-de24-4885-bd6b-d85e78fc5dc1,1,kg,42.7,MJ
"diesel production, petroleum refinery operation | diesel | EN15804, U",32d04544-c8a1-4686-b35b-4e4e9a30d833,1,kg,42.7,MJ
"market for diesel | diesel | EN15804, U",02010f96-da18-4663-8f7f-ca83a24510e9,1,kg,42.7,MJ
"synthetic fuel production, from coal, high temperature Fisher-Tropsch operations | diesel, low-sulfur | EN15804, U",953facaa-1a76-4f78-8d87-d07ea2399cb7,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",7d5eb592-30f7-4314-9475-af55d80ca73e,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",6df79438-19e9-438e-b905-88aa073f6adc,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",65373d3f-74cd-4090-b498-1f27e26ef995,1,kg,42.8,MJ
"market group for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",1c101cf8-183d-4776-b2f7-fd817589b4ad,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",383321c2-bed1-4d9e-a858-ac2006a6220d,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",655e1216-7d47-44ff-9b38-32367616b946,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",0b9ab7e1-cdc5-4d47-8270-9bd0cbc91a49,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",1d7a916c-9a4f-4604-8ae5-1d21c1f36e52,1,kg,42.8,MJ
"diesel, low-sulfur, import from RoW | diesel, low-sulfur | EN15804, U",46e8bb2e-9dc1-4596-b578-5d39ad063935,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",61022038-4573-4e0f-af6e-ed29335bfd81,1,kg,42.8,MJ
"diesel, low-sulfur, import from Europe | diesel, low-sulfur | EN15804, U",33037c15-2301-4558-bf22-3d089b88c802,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",982b04eb-287e-4bc6-8284-ddf0712c0c44,1,kg,42.8,MJ
"market group for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",ac4083df-f2b8-4f27-b5fb-e99efe4f4e69,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",38dae3ba-b9c4-4d72-b836-0383fbcccf6c,1,kg,42.8,MJ
"diesel, low-sulfur, import from RoW | diesel, low-sulfur | EN15804, U",7ab726e8-7958-4e97-a262-52fd80eca59f,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",4f757da9-cd8d-47f5-9293-ceb4ec8934d0,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",6f08ed91-4490-432b-a733-6c5bae892eb9,1,kg,42.8,MJ
"diesel, low-sulfur, import from RoW | diesel, low-sulfur | EN15804, U",2046a592-25e3-47db-b019-8eb6b3b7a3ba,1,kg,42.8,MJ
"diesel production, low-sulfur, petroleum refinery operation | diesel, low-sulfur | EN15804, U",9580ffa9-cd3b-48fb-94d5-0fc2ea8ef825,1,kg,42.8,MJ
"diesel production, low-sulfur | diesel, low-sulfur | EN15804, U",c5aea24b-7f32-4cfb-8423-f9ad47b8c20a,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",b49a1ddd-9a18-41e8-ac04-85214f8b4175,1,kg,42.8,MJ
"diesel, low-sulfur, import from RoW | diesel, low-sulfur | EN15804, U",de5b2c3f-b517-4fc3-a91f-2a59774a6208,1,kg,42.8,MJ
"diesel, low-sulfur, import from RoW | diesel, low-sulfur | EN15804, U",4e9ec8bd-785e-4dcb-92c1-85b3ee57db77,1,kg,42.8,MJ
"market for diesel, low-sulfur | diesel, low-sulfur | EN15804, U",410b0e33-35ae-4f7c-be68-36b77e6f3679,1,kg,42.8,MJ
"heavy fuel oil, import from RoW | heavy fuel oil | EN15804, U",76acb663-7914-4d32-8914-038914af6158,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",8e231403-de0a-4f9e-8857-d629d6fc8353,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",b7439cdc-4979-491f-bb34-9ec25de84675,1,kg,41.2,MJ
"synthetic fuel production, from coal, high temperature Fisher-Tropsch operations | heavy fuel oil | EN15804, U",1dd75249-c465-4c1a-8e05-5197576d6b5d,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",cd86056e-7df3-49f9-b49d-5e4523a86fca,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",7570c99e-4647-4bcf-9190-c3e1834c2b7a,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",6906069a-3a39-404d-a681-05afb9912d9a,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",efac5f06-78ee-44fb-a413-a018139f91c3,1,kg,41.2,MJ
"petroleum refinery operation | heavy fuel oil | EN15804, U",73bcad56-d0f1-403f-9ab5-39f88f06937e,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",93914692-490e-486c-aa8c-c2e00e271bbb,1,kg,41.2,MJ
"heavy fuel oil, import from RoW | heavy fuel oil | EN15804, U",daa79d13-8ac0-4bd1-a4cc-3ce27cf447ba,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",69658600-9611-46e7-9446-ba2f3ca618d0,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",b49a15a1-09c9-48ad-8a93-f66da3eea953,1,kg,41.2,MJ
"heavy fuel oil, import from RoW | heavy fuel oil | EN15804, U",7a701447-1e15-4b96-a2a8-abc95baf0b55,1,kg,41.2,MJ
"market group for heavy fuel oil | heavy fuel oil | EN15804, U",3bb2ca88-aec0-418c-8abe-0639d24e11c0,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",72ef58ab-66e8-4192-b89d-7820139e3b54,1,kg,41.2,MJ
"heavy fuel oil, import from RoW | heavy fuel oil | EN15804, U",870fcf20-fee2-4836-9200-1e29d9ac453f,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",7ac8888d-9427-42f6-b756-76fb70119416,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",a4d30ac6-5f76-40a5-b6fb-b22b788ec4ef,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",a0105dd7-d038-4907-afbd-ab5e63df21b4,1,kg,41.2,MJ
"heavy fuel oil production, petroleum refinery operation | heavy fuel oil | EN15804, U",d84a98f9-03c9-4689-b0a0-b4320b8e0ef4,1,kg,41.2,MJ
"market for heavy fuel oil | heavy fuel oil | EN15804, U",56d624e9-e232-4ee1-8c06-2aff979e33a5,1,kg,41.2,MJ
"market for kerosene | kerosene | EN15804, U",809a6151-eff4-44b6-bd8a-045d9043f9ed,1,kg,43,MJ
"kerosene, import from Europe | kerosene | EN15804, U",b2a31c26-1d4d-4d6f-9cfe-ccdf477105fa,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",1a4e1c63-ce73-4aa4-90dc-aaa395f10982,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",66ceaeaf-79d2-4ea8-81e7-51e20509203a,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",7cc7435a-ad0a-4741-b5a0-0487a4c90b76,1,kg,43,MJ
"kerosene, import from RoW | kerosene | EN15804, U",76cf5e89-dc6a-4129-a924-e240ec52480b,1,kg,43,MJ
"petroleum refinery operation | kerosene | EN15804, U",b4321640-f734-49ed-8ad7-a2ef3f14285c,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",f0102382-d8c9-4812-9652-afa821bfc485,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",fcf1ff8c-8c7e-4179-9848-cdc7d326febd,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",f53d120d-8970-46c7-9be3-e399e5e17033,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",0e94ba61-3351-4b4e-b6d2-369f2fe72c73,1,kg,43,MJ
"kerosene, import from RoW | kerosene | EN15804, U",72f9a0db-8dc0-46b0-8f0b-a5409fc9ed5a,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",cc28fb60-abfe-4709-81cd-d63ad7b74e66,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",8d724ffd-d73d-4f80-b00a-1c7f464e8a4a,1,kg,43,MJ
"kerosene, import from RoW | kerosene | EN15804, U",80be1351-24b4-4a09-846b-1b924481ba1c,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",7537e471-a40a-427a-95dd-5a079e816233,1,kg,43,MJ
"kerosene, import from RoW | kerosene | EN15804, U",ebce6933-2501-4085-a00f-2558965d4950,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",8626d7b9-f4f2-4fab-92b5-7f6bef1ad6e6,1,kg,43,MJ
"market for kerosene | kerosene | EN15804, U",ce1e2ed9-deaf-4742-b2fc-f234cb89feae,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",7c6376a6-2b7e-4235-94b9-de318a5f545f,1,kg,43,MJ
"kerosene, import from RoW | kerosene | EN15804, U",04858594-aeee-4dc4-bad4-992d91fcdf26,1,kg,43,MJ
"kerosene production, petroleum refinery operation | kerosene | EN15804, U",88b2e0de-58d9-4f24-b3ee-a25739dc552c,1,kg,43,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",ff627133-b17e-4ef7-8ce8-e4ac88cc47c8,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",57ef53d0-3093-4eb9-9f16-31971502ffc5,1,kg,42.6,MJ
"petroleum refinery operation | light fuel oil | EN15804, U",196e132b-8094-4448-84df-559e95b809a1,1,kg,42.6,MJ
"light fuel oil, import from RoW | light fuel oil | EN15804, U",b0370d56-3f18-4e04-bc72-02359a557d93,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",4e01463a-f2a2-403c-8eb7-bde31f223260,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",fc3411e9-f14f-49e1-9f88-3182dd19173d,1,kg,42.6,MJ
"light fuel oil, import from RoW | light fuel oil | EN15804, U",23d50930-ba0b-4e94-9f06-4da7bfb8deae,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",0be41116-e000-4a14-b744-35f6ae1ba613,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",b91847d3-1c5d-4250-87f0-0f96c7359c98,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",330f942c-5db6-49e1-935d-3b8808d25274,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",3d3cb264-6965-4da7-9305-bd7fda2e76d0,1,kg,42.6,MJ
"light fuel oil, import from RoW | light fuel oil | EN15804, U",2b7bb6b5-9beb-491e-81ab-a69ae6f29553,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",9a03ed7a-39ca-4fea-a198-e5c4b383e8a5,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",79d33589-1682-4368-9a6d-0dd0d5659960,1,kg,42.6,MJ
"market group for light fuel oil | light fuel oil | EN15804, U",1231b808-2b3b-4372-ae8f-522fa3f2bff1,1,kg,42.6,MJ
"light fuel oil, import from RoW | light fuel oil | EN15804, U",f2ba2a73-5b53-4924-93d5-68c3f751033c,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",6227e7b4-8d02-4ca8-80d3-db5b5bbd05b4,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",f4fbfbd7-badb-401e-b597-c297d715ddae,1,kg,42.6,MJ
"light fuel oil production, from waste polyethylene | light fuel oil | EN15804, U",dcb53c4a-6c52-4115-b028-af438f45808b,1,kg,42.6,MJ
"light fuel oil production, petroleum refinery operation | light fuel oil | EN15804, U",10eb5502-4bd0-413d-987e-35c5148d0b2c,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",94c40280-3cb5-44f1-b720-73afc1cc0427,1,kg,42.6,MJ
"light fuel oil, import from Europe | light fuel oil | EN15804, U",b8cd1d8a-89dc-4dfd-b7e2-f588404aa56a,1,kg,42.6,MJ
"market for light fuel oil | light fuel oil | EN15804, U",ca7df18f-d8e8-49bd-8f82-9f8199512979,1,kg,42.6,MJ
"light fuel oil, import from RoW | light fuel oil | EN15804, U",adbbded3-887f-45d8-95c4-79359b465ec9,1,kg,42.6,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",08bbd34a-fea6-4994-8e30-59de1408d1b7,1,kg,45.5,MJ
"synthetic fuel production, from coal, high temperature Fisher-Tropsch operations | liquefied petroleum gas | EN15804, U",204c632b-23e9-4222-81ca-82914564fbeb,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",1ff92e6c-cb2f-4be9-a64d-bdec8558e528,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",f21924ac-40b0-4c0d-94bd-ce4d22137eb2,1,kg,45.5,MJ
"petroleum refinery operation | liquefied petroleum gas | EN15804, U",c11e7c71-7805-403b-b95b-8a6540d2c4e2,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",849d1f1b-8422-4a77-b581-fb1bb12f4c85,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",990bc54a-b28c-4fca-a057-f31ea3ed7683,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",025eafed-8026-4d65-9a1c-bd6981c39d40,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",aa2b36a7-c526-4111-8a7f-a108e88ad2d5,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",237f540a-c96c-46c6-bf9c-f1b634fab6e2,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",8b7fc352-3561-4330-92c0-5a96f638e290,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",b1664c9e-8a8d-4233-8e2a-e7156a48713a,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",b2afaa2c-9432-487d-95e6-30db7f62f257,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",9ecaa309-33e4-47d6-8c8c-0996eb0c3b48,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",fdf4d044-5f32-4029-823e-45e0b3e48301,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",663d61f2-910e-4887-9e13-6c5fbeec22db,1,kg,45.5,MJ
"market for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",cb276432-34e8-4587-b9ec-3094c153c99d,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",ff98d7b3-093d-4b23-84a1-71e517a4b7a9,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",b750d283-4a1c-4126-85f5-4bb122491ef0,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",0f15cd4c-d18e-4190-9604-257b90f5ed24,1,kg,45.5,MJ
"liquefied petroleum gas production, petroleum refinery operation | liquefied petroleum gas | EN15804, U",8b3679ed-feb2-4876-b4d7-f659bcbb4f2e,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",01723332-1510-42fc-96b1-ea415a0b9cdb,1,kg,45.5,MJ
"liquefied petroleum gas, import from Europe | liquefied petroleum gas | EN15804, U",84aeb9d3-7757-457f-afa2-456a41e749a7,1,kg,45.5,MJ
"market group for liquefied petroleum gas | liquefied petroleum gas | EN15804, U",724487bc-31a9-4ffb-8e4e-66cb624be11e,1,kg,45.5,MJ
"liquefied petroleum gas, import from RoW | liquefied petroleum gas | EN15804, U",03ddb47e-d70f-4971-a531-370c56547a8e,1,kg,45.5,MJ
"petrol production, low-sulfur | petrol, low-sulfur | EN15804, U",947d7a7b-22c2-4244-a3a5-346fbc377a71,1,kg,42.5,MJ
"petrol production, low-sulfur | petrol, low-sulfur | EN15804, U",a5ecd00b-d8ab-438c-9b7f-33fec1d29500,1,kg,42.5,MJ
"market for petrol, low-sulfur | petrol, low-sulfur | EN15804, U",add973a0-dac3-4299-b9f9-5db6c7167645,1,kg,42.5,MJ
"market for petrol, low-sulfur | petrol, low-sulfur | EN15804, U",af76c847-925a-4e84-8498-efecbe6213ac,1,kg,42.5,MJ
"petrol production, low-sulfur | petrol, low-sulfur | EN15804, U",dd2b017b-3318-4b6a-b29f-4ee38e2a0c05,1,kg,42.5,MJ
"market for petrol, low-sulfur | petrol, low-sulfur | EN15804, U",274678e8-0773-4250-8050-46dab6f81372,1,kg,42.5,MJ
"petrol, low-sulfur, import from Europe | petrol, low-sulfur | EN15804, U",7131bc15-a7da-4e13-88b7-52f700e2ea63,1,kg,42.5,MJ
"petrol blending for two-stroke engines | petrol, two-stroke blend | EN15804, U",cdfb4c99-585b-4358-840d-658c5ac41010,1,kg,43.2,MJ
"market for petrol, two-stroke blend | petrol, two-stroke blend | EN15804, U",56b83fff-0e42-455c-8bfe-7afd9317400a,1,kg,43.2,MJ
"petrol blending for two-stroke engines | petrol, two-stroke blend | EN15804, U",88783287-e9a9-409d-b343-b024c2c3b778,1,kg,43.2,MJ
"petrol blending for two-stroke engines | petrol, two-stroke blend | EN15804, U",d1e70f2e-4c85-48b6-8020-c851cd504353,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",20f79a12-f5a0-42db-aa8f-19af112661d4,1,kg,43.2,MJ
"petrol, unleaded, import from RoW | petrol, unleaded | EN15804, U",15f665db-e867-4a71-92bf-1703fd3a058e,1,kg,43.2,MJ
